"amount","address"
816.2606075433312,"0x00207f5ccddfbe98b38c87cd6d39674cb0090c62"
816.2606075433312,"0x0b5bf9e01c4c1650b26f0cf8d3251aa0c079f772"
594.9540224777702,"0x7fa11089a560ac0b19db7a90d4742f0e8a0c17ae"
438.9499064860846,"0x20d639cd9c5b286a697c526214b973191bdb352d"
3128.292372686501,"0x3aca2cf00bcaf59fe9a87459764abea769d2450c"
1106.2401522062978,"0xfc18099b25d7ddd3f94f0474fb65387870bdbaee"
1373.2022409329156,"0x5b78f06123ee99dc8b21d4e1ef51afe08059d5ec"
816.2606075433312,"0x09a4b7347859129515f9c859355213eec302679f"
1200.4251344575612,"0x7c199031de580ecb75d5ae0bdebbfe2e23b4bbae"
1224.5630995574631,"0x0e5f16c5178da0df34b74fc4913a183945206aab"
485.490540850875,"0x7c1b1a736e85b091ae6ca2232da86210bcd71b39"
1404.7528557856167,"0x0d70c5bdfe72d3e5d86a24f9c847f89c44277a07"
816.2606075433312,"0x691ed38f2bfbb5c68c844f049ce2d2074fb47fac"
438.9499064860846,"0xd972aa1c6d6b9e0ba1fb4dc80a6d97e8bb6f8142"
1012.7388365150738,"0xd74e9bbe3d6d106c048c8a61c7b7bcb49730690b"
1372.5473342531682,"0x005a61772557bef9a3e65a7b87eaccce34f2700e"
1540.7265657905766,"0xd751ec7e9dacc89944979ce2a86885124dd52dc5"
640.508161809304,"0xd7963649b09344048ef98ce5ffc45f89ef17382b"
798.0145382653363,"0x0014ea9bbe130c8af7f00c8e61fc07368bdaaf7d"
816.2606075433312,"0xd7f2657f022f3f95ff6825c4df9da97b80909d9e"
2308.1063629402174,"0x724e61cf9b205cbaa92d3bb1d68a710b50fa13fa"
1106.2401522062978,"0x7907d34a4697b7a1155b289dbd9aed25793caf01"
1372.5473342531682,"0xd84d46e23eaa6b281e4ba80e627aca06699e3fd7"
1702.9830110886417,"0xd8820ccc6d45ce1ba9d73faf726a1a9186b4bb45"
1860.232853461154,"0x0f26fe7284c3fe32721a4c0b0300d99225010553"
640.508161809304,"0xd8add6c82fa0d4a3c7d94baad8112288c2d320ab"
816.2606075433312,"0xd8bd7660fd3fe5f58d77f9e4c27755afd9f9bfa2"
485.490540850875,"0xd8c9e1104b01cc0354782c617ad0c523f19c1b2f"
1372.5473342531682,"0x926c766bb55a52ef8ae49a90c2919714e871afad"
602.31719476904,"0xd91d7f000a405baa6bef6c0caaa646243d0fe1a8"
816.2606075433312,"0xd921a0ddc8e8e2975c435945e59e845e221f5aba"
2162.313952534029,"0x20272463aa2a7c0e3f11555b4fb9cb542278b316"
1389.1091159687944,"0x24879e449958c85b7349744eaa9fbda167944751"
1197.1740712852725,"0xd9459cc85e78e0336adb349eabf257dbaf9d5a2b"
602.31719476904,"0x04c851d052c4d97b12656ea5e86fbf2ff6eaf020"
816.2606075433312,"0x2d525ef4c6917c6e5378f292290b676851fd728b"
2088.183489335303,"0x5f9d7cef3e9298de2e91ff0cb486ce2c7ffc5144"
1540.7265657905766,"0x5fb611eca78b41d152c65c11ee97b380b685dcbe"
1106.2401522062978,"0xda8a9ceae75edc1233d7b979eea306e4833aaabd"
1540.7265657905766,"0xfa851b63350901d1ec52bdd84572e1b6c0a0e4c9"
1012.7388365150738,"0x0b89fa822620282c4b32c547c6c21ed8fb9bacf0"
1170.569935431805,"0xdaa3aa82166f87a4b5c44508d99cc26a4b41506c"
536.5905294083517,"0x16f6aff7a2d84b802b2ddf0f0aed49033b69f4f9"
1197.1740712852725,"0x7bc170f4331b068c38de9a985a08b6f0bd9c1154"
816.2606075433312,"0xf672dd942f1374f46dea98b019b99303e23ab9e9"
798.0145382653363,"0x3f596be1efc2f0813c3fb74689493fa07f8eda9a"
2308.1063629402174,"0xc6e2bacd63a3a53ad503052ec836706ba3144b9b"
602.31719476904,"0x1730a9f7f25729b16638348612c43f565e7ab971"
2088.183489335303,"0x67099725ba40b9d9a758fa37c720ebb4d483da5e"
2930.68490145529,"0x6858a4d8d7d0297c138b403b6a34cb3b424b7f4a"
1622.5314057650737,"0x6946e92b266d9bdcc44451e03f4a0d4cb6eb661d"
3321.8203429940036,"0x692f3d3bb0957de6188a62a0ef11463cb1202797"
1622.5314057650737,"0x69562124077b6b7ca97b2f93a1a7bfda6237506b"
2030.9251200853373,"0xdc1c5a3d2173d6bcc0d6a62b7e94c00f88ddbae8"
1241.5378219100453,"0x2760d810eac30c554201c938d75ca940f7fd10da"
438.9499064860846,"0xf0d5b6fb739bd2a031c9f4db0a3da7dd61eeb198"
738.2228056802037,"0xf12b4302179dbb4774fe693abe7b4fbb039754aa"
594.9540224777702,"0xf1bfcd2acece6012b18d4ba5c7e3a6051bafa202"
1012.7388365150738,"0xdca3e4bdb2968fff85fa480cd7abfedde3e66d29"
816.2606075433312,"0x0836098a08f27ef6e545743c3b53ae0ab7e953d9"
2042.0286766370807,"0x805c849e77c1940dcc6d2c03e9a2772a4719a64a"
1372.5473342531682,"0x2c9ff426c3fa791cb43f9a33ce6885fa78e87aec"
1042.9137438943371,"0x80bcacd1bc191b6a22dfedf7cb363fe17eeced51"
1372.5473342531682,"0x8f9be4310f9abb0e5843cc6363908c9b01dfeb3f"
1372.5473342531682,"0xcfc6311963155d645aa215be71352d5ffbe9c4d6"
358.27902651129943,"0x9efd9701e2fdb14bdb540aabd2f7fce6dbc915ef"
2379.8547255331614,"0x296fcddfdd5b004e80c52538988e41080f9b3aac"
2752.6244687683193,"0x7a791fda775b399f4a78f68a0b66498e6bcd3492"
1540.7265657905766,"0xa1ccdc00bef0c3eb140e3ed82aeaf4071494917c"
816.2606075433312,"0x219e6b7f173e575d1f07a9e7839752dd497f4649"
798.0145382653363,"0x04e1accfa0b7d2447f6c63cb570e65a357fb82d0"
1106.2401522062978,"0xa6204e15b961b9f623db05586accca01d7c89c9d"
2547.487596765979,"0x7a38b009f9e176f07978c2e75bab2a5b657ca37a"
1372.5473342531682,"0x88d348a0524f2de801e4c834435374ed6cacf63b"
816.2606075433312,"0x7be51131a63b8af54975022faddc1db788d5a236"
1540.7265657905766,"0x34aa03ad8af42c7aeae9c2f185c6f1b7847b0e8f"
868.0491447413249,"0x19c184a32b19495bd15b1291514b6408a69aa1a0"
1342.0951290953392,"0xa7c4f4c108efbe0a0ad9c0dc0920e5ecfaa52108"
358.27902651129943,"0x21f55ba040ccc9ffb5273fc472ec879f5b7d8207"
816.2606075433312,"0x7b2f95e4873a049fef465f327aca870e4680032c"
2308.1063629402174,"0x7d3bf2cb39f5ceeeca91ecc8201dc01616ad089f"
816.2606075433312,"0xdf2636755ee713aaad02ac8849ec033f011a2d39"
3083.715841886111,"0x88baa8e1555a3cfeb125ef3da3d5e88e633f865d"
2162.313952534029,"0x7f44fe06175fe484e2ecc42e5cfbeaa37af9ac43"
1077.0149117413043,"0x2ff4a24df76b80a366a3bd21720995a72d0e9b32"
849.8679008827193,"0xb51aef7030e1cb6d9d1b2c7dddf1832592c32919"
738.2228056802037,"0x0000008f8ab2707c044d58ccdfa6cdc4d2ac429d"
358.27902651129943,"0x2f5538be02f43101b5f507e0031c964965466279"
358.27902651129943,"0x30a6808dc56eccecc6b1da7312f3acb6bf048c45"
816.2606075433312,"0x5b5bcaa0066cc8a67d6bee664d149a966f73d3be"
2547.487596765979,"0x57c173f088254c824adb26ebdbf3cf6c6f2d0f34"
1012.7388365150738,"0xe002d13a46608bc2700fc3583021b45d9b976b5a"
1012.7388365150738,"0xe0061373e8810c4a3ebd751f748fc2fc1e19cab2"
1860.232853461154,"0x83a210d932e584303697abb3ce7139f504c934d1"
